,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T',T'c,RRR,TOri
1342,Ikan merah with ghee onion ginger in tomato gravy,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Plate-20cm (157g),175.84,3.77,22.61,8.01,3.47,3.61,37.68,395.64,8.792,1.256666667,30.14666667,12.515625,17.35,14.44,12.56,16.485,1.981799384,10.01960227,1.023243696,1.615839479,0.119892232
1343,Imitation scallop cake,FISH AND FISH PRODUCTS,Others (squids algae plankton etc),Piece (48g),66.24,10.27,3.94,1.06,0.28,0.82,4.37,318.24,3.312,3.423333333,5.253333333,1.65625,1.4,3.28,1.456666667,13.26,0.893916038,6.450871212,1.496027647,0.878427067,0.015865888
1344,Indian rojak tempeh battered fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (60g),218.4,8.58,12.66,14.82,5.1,4.92,0,57.6,10.92,2.86,16.88,23.15625,25.5,19.68,0,2.4,2.221093094,9.295719697,0.779842256,1.883565173,0.22182308
1345,Indian stewed potato and peas,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (139.79g),99.25,10.62,4.47,4.33,1.19,4.33,0,381.63,4.9625,3.54,5.96,6.765625,5.95,17.32,0,15.90125,1.933489122,8.651382576,1.450965631,1.736422544,0.064810657
1346,Indian style bee hoon goreng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (281.46g),501,56.57,14.92,23.64,9.85,5.07,157.62,1148.36,25.05,18.85666667,19.89333333,36.9375,49.25,20.28,52.54,47.84833333,0.516590902,34.83770202,1.337339809,0.459942946,0.353839246
1347,Indian style ice cream,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Scoop (83g),152.39,17.41,4.77,7.07,4.15,0,15.44,47.56,7.6195,5.803333333,6.36,11.046875,20.75,0,5.146666667,1.981666667,0.371246016,6.786483586,0.787340749,0.358331729,0.105822482
1348,Instant cereal,CEREAL AND CEREAL PRODUCTS,Breakfast cereals,Tablespoon (10g),38.97,6.68,0.79,1.01,0.58,0.36,0,83,1.9485,2.226666667,1.053333333,1.578125,2.9,1.44,0,3.458333333,0.537124101,2.778213384,0.942246357,0.600308983,0.015117497
1349,Instant noodle dry cooked (HCS),HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Convenience meals or 'meal-type' products,Packet (200g),500,61.8,15,21.6,9.92,1,0,1408,25,20.6,20,33.75,49.6,4,0,58.66666667,0.383691187,38.50858586,1.481099456,0.36018009,0.323304894
1350,Instant noodles with vegetables,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (552.1g),397.51,55.21,8.83,15.46,7.4,6.63,0,1452.02,19.8755,18.40333333,11.77333333,24.15625,37,26.52,0,60.50083333,0.703705345,34.44084596,1.649821368,0.652488151,0.231402485
1351,Ipoh hor fun,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (449g),453.49,66,15.72,13.92,4.49,6.74,71.84,1638.85,22.6745,22,20.96,21.75,22.45,26.96,23.94666667,68.28541667,0.749191675,37.52816919,1.58517262,0.697745952,0.208352043
1352,Isotonic drink (HCS),HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Beverages and sweetened drinks,Can (330g),82.5,20.79,0,0,0,0,0,122.1,4.125,6.93,0,0,0,0,0,5.0875,0,4.549166667,0.887642276,0,0
1353,Itik sioh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (200g),484,12.8,36.6,31.8,10.6,5,120,1086,24.2,4.266666667,48.8,49.6875,53,20,40,45.25,1.034360222,32.92462121,1.306532588,0.847029855,0.47597665
1354,Jackfruit,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Seed (23.4g),27.38,6.04,0.59,0.09,0,0.7,0,5.85,1.369,2.013333333,0.786666667,0.140625,0,2.8,0,0.24375,1.968719384,1.108731061,0.468016488,4.447889216,0.001347104
1355,Jackfruit fritter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (49g),98.49,11.91,1.47,5,2.55,1.57,0,84.28,4.9245,3.97,1.96,7.8125,12.75,6.28,0,3.511666667,0.793951579,5.361388889,0.904952129,0.77786606,0.074839096
1356,Jackfruit ice potong,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Stick (78g),112.32,13.42,0.86,6.08,5.22,0.86,2.34,15.6,5.616,4.473333333,1.146666667,9.5,26.1,3.44,0.78,0.65,0.296194712,5.239090909,0.791881939,0.276755365,0.091004341
1357,Jackfruit raw,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Seed (41g),31.98,7.63,0.16,0.08,0.03,0.82,0,6.56,1.599,2.543333333,0.213333333,0.125,0.15,3.28,0,0.273333333,1.588255069,1.291565657,0.496947155,3.454755233,0.001197426
1358,Jackfruit raw peeled flesh only,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (37.84g),14,2.76,0.61,0.08,0,1.14,0,18.16,0.7,0.92,0.813333333,0.125,0,4.56,0,0.756666667,4.410506417,0.823585859,0.48446227,7.377574371,0.001197426
1359,Jalebi,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (113.73g),358.25,65.17,5,8.53,3.26,0.34,4.55,50.04,17.9125,21.72333333,6.666666667,13.328125,16.3,1.36,1.516666667,2.085,0.32163938,13.32922348,0.704783793,0.424532252,0.127675498
1360,Jam berry,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Tablespoon (20g),52.63,13.46,0.06,0,0,0.32,0,2.4,2.6315,4.486666667,0.08,0,0,1.28,0,0.1,0.399544903,1.959393939,0.539554988,0.995789859,0
1361,Jam kaya,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Teaspoon (8g),25.18,3.83,0.31,0.96,0.71,0.09,9.08,3.34,1.259,1.276666667,0.413333333,1.5,3.55,0.36,3.026666667,0.139166667,0.187069619,1.333055556,0.590108701,0.193943447,0.014369106
1362,Jam no added sugar,HEALTHIER CHOICE SYMBOL (HCS) PRODUCTS,Fruit & fruit products,Tablespoon (10g),7.4,1.8,0.04,0,0,0.76,0,1.5,0.37,0.6,0.053333333,0,0,3.04,0,0.0625,4.270951006,0.480227273,0.350530856,14.3044316,0
1363,Jam stone fruit,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Tablespoon (20g),49.9,12.8,0.04,0,0,0.18,0,2.8,2.495,4.266666667,0.053333333,0,0,0.72,0,0.116666667,0.235750577,1.901919192,0.544182888,0.592214422,0
1364,Jam unspecified,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Tablespoon (26g),66.18,17.13,0.08,0,0,0.34,0,3.38,3.309,5.71,0.106666667,0,0,1.36,0,0.140833333,0.34737723,2.415429293,0.560554489,0.850282622,0
1365,Jangri  fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (69g),309.12,40.3,2.76,15.18,6.6,2.07,0,10.35,15.456,13.43333333,3.68,23.71875,33,8.28,0,0.43125,0.468732353,13.01727273,0.791035047,0.48928913,0.227211495
1366,Japanese black pepper noodles,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Packet (323g),484.5,64.6,23.9,14.86,3.49,5.17,38.76,4408.95,24.225,21.53333333,31.86666667,23.21875,17.45,20.68,12.92,183.70625,0.503490014,76.5119697,3.033180166,0.441010416,0.222421793
1367,Japanese mushroom noodles,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Packet (307g),469.71,66.01,21.8,13.51,2.95,7.06,36.84,3809.87,23.4855,22.00333333,29.06666667,21.109375,14.75,28.24,12.28,158.7445833,0.61833778,67.43010732,2.753879125,0.547707578,0.202215237
1368,Jelly prepared,SUGARS SWEETS AND CONFECTIONERY,Jams jellies preserves,Cup (280g),193.2,45.36,3.64,0,0,0,0,260.4,9.66,15.12,4.853333333,0,0,0,0,10.85,0.319260057,9.448181818,0.886320996,0.473265074,0
1369,Jemput pisang,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (76g),219.64,33.36,4.03,7.83,3.5,1.6,0,72.96,10.982,11.12,5.373333333,12.234375,17.5,6.4,0,3.04,0.66786033,9.274488636,0.774035106,0.746991519,0.117198024
1370,Jew's ear soaked,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (99g),20.79,3.37,1.49,0.2,0,2.57,0,8.42,1.0395,1.123333333,1.986666667,0.3125,0,10.28,0,0.350833333,11.43748375,0.651414141,0.319398942,17.64564853,0.002993564
1371,Jew's ears dried,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (26g),57.73,12.79,1.56,0.03,0,8.01,0,29.9,2.8865,4.263333333,2.08,0.046875,0,32.04,0,1.245833333,12.41537179,1.343630051,0.345717239,16.51367266,0.000449035
1372,Juice drink with aloe vera,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Glass (250ml) (250g),97.5,24.5,0,0,0,0.25,0,42.5,4.875,8.166666667,0,0,0,1,0,1.770833333,0.151846313,3.863005051,0.657532775,0.300940439,0
1373,Juice apple sparkling,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Can (375g),152.51,38.63,0,0,0,0,0,18.75,7.6255,12.87666667,0,0,0,0,0,0.78125,0,5.276174242,0.611694886,0,0
1374,Juice carrot canned,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Glass (250ml) (250g),98.59,23.25,2.38,0.5,0.08,2,0,72.5,4.9295,7.75,3.173333333,0.78125,0.4,8,0,3.020833333,1.635670318,4.17645202,0.704351466,2.676140673,0.00748391
1375,Juice carrot concentrate,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,1 portion (235.31g),374.35,93.58,0,0,0,2.31,0,0,18.7175,31.19333333,0,0,0,9.24,0,0,0.436618569,11.39636364,0.57798218,0.98731134,0
1376,Juice grape,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Cup (266g),140.63,35.64,0.53,0,0,0,0,34.58,7.0315,11.88,0.706666667,0,0,0,0,1.440833333,0.078755368,5.133611111,0.6391846,0.166817484,0
1377,Juice lemon,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Cup (244g),54.29,11.22,1.71,0.49,0,0.24,0,7.32,2.7145,3.74,2.28,0.765625,0,0.96,0,0.305,1.010954847,2.021117424,0.544115608,2.146050671,0.007334231
1378,Juice lemon canned or bottled,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Cup (244g),51.24,15.86,0.98,0.73,0.1,0,0,51.24,2.562,5.286666667,1.306666667,1.140625,0.5,0,0,2.135,0.273035122,3.347632576,0.939818241,0.502854211,0.010926508
1379,Juice lime fresh,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Tablespoon (14g),3.78,1.26,0.06,0.01,0,0,0,0.14,0.189,0.42,0.08,0.015625,0,0,0,0.005833333,0.120991026,0.493213384,0.414813611,0.821214713,0.000149678
1380,Juice orange and mango,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Cup (260g),94.54,20.8,1.56,0.26,0,0.78,0,7.8,4.727,6.933333333,2.08,0.40625,0,3.12,0,0.325,0.97509751,3.00375,0.524489261,2.058590657,0.003891633
1381,Juice orange commercial,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Glass (250ml) (262g),94.32,22.01,1.57,0,0,0.26,0,7.86,4.716,7.336666667,2.093333333,0,0,1.04,0,0.3275,0.561424999,3.078863636,0.538639545,1.24252338,0
1382,Juice pineapple canned,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Cup (263g),115.14,27.09,0.79,0.26,0,0,0,2.63,5.757,9.03,1.053333333,0.40625,0,0,0,0.109583333,0.157519637,3.788914141,0.560739106,0.35909601,0.003891633
1383,Juice pineapple fresh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (225g),69.75,17.1,0.45,0.02,0,0.45,0,11.25,3.4875,5.7,0.6,0.03125,0,1.8,0,0.46875,0.544919759,2.518181818,0.561154723,1.213270142,0.000299356
1384,Juice prune,FRUIT AND FRUIT PRODUCTS,Processed fruits (canned pickled juices etc),Cup (256g),181.11,44.67,1.54,0.08,0.01,2.56,0,10.24,9.0555,14.89,2.053333333,0.125,0.05,10.24,0,0.426666667,1.189145268,5.621464646,0.559043772,2.579336632,0.001197426
1385,Kacang pool,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Bowl-soup (16 and 1/2 cm) (325g),416,14.95,19.18,31.2,12.48,9.75,185.25,1270.75,20.8,4.983333333,25.57333333,48.75,62.4,39,61.75,52.94791667,0.803995604,34.86294192,1.599217519,0.652592351,0.466995959
1386,Kale boiled drained,VEGETABLE AND VEGETABLE PRODUCTS,Vegetablesleafy,Cup (130g),36.4,7.32,2.47,0.52,0.07,1.04,0,29.9,1.82,2.44,3.293333333,0.8125,0.35,4.16,0,1.245833333,2.781314668,1.780656566,0.631438498,4.363991217,0.007783266
1387,Kale chinese raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetablesleafy,Stalk (41g),17.63,2.95,1.15,0.08,0.01,0.25,0,7.79,0.8815,0.983333333,1.533333333,0.125,0.05,1,0,0.324583333,1.955999373,0.810467172,0.430755871,4.033702647,0.001197426
1388,Kale with fish stir fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (134.41g),64.52,3.63,1.48,4.84,1.47,1.34,0,209.68,3.226,1.21,1.973333333,7.5625,7.35,5.36,0,8.736666667,0.86701309,6.043964646,1.430185671,0.759432497,0.072444245
1389,Kampung chicken boiled no skin,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,One half (246g),396.06,0,75.03,10.82,3.86,0,230.5,98.4,19.803,0,100.04,16.90625,19.3,0,76.83333333,4.1,2.066321683,7.335416667,0.352613405,1.666828655,0.161951804
1390,Kampung chicken raw,MEAT AND MEAT PRODUCTS,Poultry (chicken duck turkey pigeon etc),One half (506g),718.52,0,98.67,35.93,10.17,0,208.98,318.78,35.926,0,131.56,56.140625,50.85,0,69.66,13.2825,1.926563319,23.474375,0.635713996,1.550331873,0.537793743
1391,Kangkong boiled drained,VEGETABLE AND VEGETABLE PRODUCTS,Vegetablesleafy,Cup (98g),19.6,3.64,2.04,0.24,0.04,1.86,0,119.56,0.98,1.213333333,2.72,0.375,0.2,7.44,0,4.981666667,3.252682435,2.334646465,1.179114376,3.297809034,0.003592277
1392,Katsuofuridashi Japanese soup base,MISCELLANEOUS,Stock cubes / flavourings essence yeast extractsetc,Tablespoon (15g),28.98,3.41,3.41,0,0,0,0,2850,1.449,1.136666667,4.546666667,0,0,0,0,118.75,0.092835344,40.33,16.4679461,0.075652321,0
1393,Kaya bun,CEREAL AND CEREAL PRODUCTS,Buns (baked and steamedplain and with sweet fillings),Whole (60g),189.6,33.36,4.32,4.32,1.75,0.9,17.94,100.8,9.48,11.12,5.76,6.75,8.75,3.6,5.98,4.2,0.567773244,7.917878788,0.755522785,0.658922914,0.064660979
1394,Kaya cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (89g),220.72,23.14,3.83,12.55,9.34,1.51,83.66,111.25,11.036,7.713333333,5.106666667,19.609375,46.7,6.04,27.88666667,4.635416667,0.281130671,11.03674874,0.916978127,0.246995421,0.187846131
1395,Kaya waffle,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (120g),417.48,52.4,8.03,19.52,12.2,1.1,65.64,56.88,20.874,17.46666667,10.70666667,30.5,61,4.4,21.88,2.37,0.300263185,17.50818182,0.800410616,0.284698403,0.292171831
1396,Kebab beef without sauce,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (183g),398.94,44.29,27.45,12.44,4.94,6.41,21.96,387.96,19.947,14.76333333,36.6,19.4375,24.7,25.64,7.32,16.165,1.876812007,16.79234848,0.801658876,1.827041625,0.186199671
1397,Kee Chang,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (96g),163.7,37.39,2.69,0.38,0,0.29,0,165.12,8.185,12.46333333,3.586666667,0.59375,0,1.16,0,6.88,0.401498957,7.32155303,0.797120635,0.630158203,0.005687771
1398,Kembong raw,FISH AND FISH PRODUCTS,Fish and roe,Piece (139g),132.05,0,29.61,1.67,0.63,0,31.97,145.95,6.6025,0,39.48,2.609375,3.15,0,10.65666667,6.08125,3.590342089,3.230208333,0.424887647,2.980700568,0.024996258
1399,Kesari,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (60g),187.8,31.2,1.8,6.24,2.42,0.66,4.8,6.6,9.39,10.4,2.4,9.75,12.1,2.64,1.6,0.275,0.355225219,7.376818182,0.709992125,0.431414509,0.093399192
1400,Keseri,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (122.72g),315.39,59.27,3.68,7.12,3.68,1.72,11.04,14.73,15.7695,19.75666667,4.906666667,11.125,18.4,6.88,3.68,0.61375,0.487935281,11.22200758,0.669191543,0.612879394,0.106570873
1401,Ketupat,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Whole (95g),87.64,19.76,2.19,0,0,0.95,0,3.8,4.382,6.586666667,2.92,0,0,3.8,0,0.158333333,1.356990926,2.666111111,0.495375532,2.960135086,0
1402,KFC cheese fries,FAST FOODS,All fast food outlets in alphabetical order,Plate-16cm (186g),571.02,44.7,5.58,41.5,11.79,2.98,5.58,658.44,28.551,14.9,7.44,64.84375,58.95,11.92,1.86,27.435,0.364000339,36.14988636,1.22330501,0.331518203,0.621164496
1403,KFC popcorn chicken regular,FAST FOODS,All fast food outlets in alphabetical order,Packet (150g),445.5,27.2,21,28.2,11.4,3,45,1168.5,22.275,9.066666667,28,44.0625,57,12,15,48.6875,0.654610916,34.18333333,1.468671679,0.559587304,0.422092501
1404,Kheema,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (64.58g),98.23,1.78,9.36,5.96,2.52,1.45,32.96,308.56,4.9115,0.593333333,12.48,9.3125,12.6,5.8,10.98666667,12.85666667,1.075931238,7.763055556,1.313212477,0.884056277,0.089208202
1405,Kheema with coconut milk,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (239g),380.01,18.16,13.38,28.2,17.52,5.98,88.43,391.96,19.0005,6.053333333,17.84,44.0625,87.6,23.92,29.47666667,16.33166667,0.661437994,21.94108586,1.097026867,0.547999733,0.422092501
1406,Kidney mee sua soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (578g),277.44,38.15,15.61,7.51,2.89,2.89,202.3,1173.34,13.872,12.71666667,20.81333333,11.734375,14.45,11.56,67.43333333,48.88916667,0.510728931,24.81511995,1.668579878,0.447626192,0.112408322
1407,Kim Chi,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,1 portion (75g),32.25,6.6,1.58,0,0,2.4,-0.75,593.25,1.6125,2.2,2.106666667,0,0,9.6,-0.25,24.71875,1.02300517,9.082007576,3.476366536,0.897707485,0
1408,King spare ribs,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (120g),268.8,6,26.16,15.48,6.36,0,39.6,474,13.44,2,34.88,24.1875,31.8,0,13.2,19.75,1.071624082,15.70643939,1.087703559,0.892185701,0.231701841
1409,Kiwi juice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (292g),113.88,23.94,1.17,1.46,0.35,4.67,0,81.76,5.694,7.98,1.56,2.28125,1.75,18.68,0,3.406666667,2.683219993,4.565063131,0.68196342,3.73064635,0.021853016
1410,Kopi,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (194g),134.75,17.54,3.01,4,0.91,0,0,38.72,6.7375,5.846666667,4.013333333,6.25,4.55,0,0,1.613333333,0.494764329,5.080505051,0.656608084,0.62218203,0.059871277
1411,Kopi C,BEVERAGES,Non-alcoholic beverages,Cup (194g),87.3,14.16,2.52,2.33,1.24,0.78,3.88,48.5,4.365,4.72,3.36,3.640625,6.2,3.12,1.293333333,2.020833333,0.820476616,3.842304293,0.716179738,0.933773642,0.034875019
1412,Kopi C siu dai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (194g),75.66,11.06,2.52,2.33,1.24,0.78,3.88,48.5,3.783,3.686666667,3.36,3.640625,6.2,3.12,1.293333333,2.020833333,0.89823604,3.466546717,0.724764106,0.974643721,0.034875019
1413,Kopi O,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (250g),85,15.5,0.5,2.25,0.78,0,0,22.5,4.25,5.166666667,0.666666667,3.515625,3.9,0,0,0.9375,0.105996001,3.696496212,0.704094517,0.146721687,0.033677593
1414,Kopi O siu dai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (194g),54.32,9.12,0.39,1.75,0.6,0,0,17.46,2.716,3.04,0.52,2.734375,3,0,0,0.7275,0.120819375,2.592746212,0.69772503,0.161402964,0.026193684
1415,Kopi siu dai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Cup (194g),104.76,13.19,1.75,5.04,2.41,0,1.94,36.86,5.238,4.396666667,2.333333333,7.875,12.05,0,0.646666667,1.535833333,0.230868913,5.069065657,0.812610718,0.23967883,0.075437809
1416,Korean bulgogi beef with rice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-rice (11and 1/2 cm) (450g),583.16,72.09,34.11,17.51,7.25,3.2,77.85,785.12,29.158,24.03,45.48,27.359375,36.25,12.8,25.95,32.71333333,0.97054239,28.70787247,0.95191566,0.939459558,0.262086514
1417,Korean hot and spicy soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (462g),220.84,9.85,16.77,12.71,4.48,8.73,29.57,2363.59,11.042,3.283333333,22.36,19.859375,22.4,34.92,9.856666667,98.48291667,1.000077827,39.91652146,3.314775076,0.80800339,0.190240982
1418,Korean spicy chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (138g),257.92,5.01,22.6,16.39,5.42,2.1,29.95,815.58,12.896,1.67,30.13333333,25.609375,27.1,8.4,9.983333333,33.9825,1.119894401,20.55001894,1.478844195,0.917877369,0.245322557
1419,Korean spicy rice cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (210g),317.1,69.93,6.93,1.05,0.42,0.63,0,892.5,15.855,23.31,9.24,1.640625,2.1,2.52,0,37.1875,0.361434674,21.67604167,1.286030357,0.42653126,0.01571621
1420,Kueh bahulu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (9g),34.47,5.9,0.82,0.84,0.34,0.11,20.52,15.66,1.7235,1.966666667,1.093333333,1.3125,1.7,0.44,6.84,0.6525,0.273390562,1.690151515,0.620580692,0.280933187,0.012572968
1421,Kueh bugis,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (54g),155.17,17.41,0.21,9.41,7.55,1.78,1.35,33.05,7.7585,5.803333333,0.28,14.703125,37.75,7.12,0.45,1.377083333,0.3424707,7.587948232,0.866352484,0.312661194,0.140847179
1422,Kueh dadar,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (80.5g),204.07,26.73,3.46,9.26,8.13,5.8,0,146.51,10.2035,8.91,4.613333333,14.46875,40.65,23.2,0,6.104583333,1.060460604,9.728080808,0.868307298,0.976624623,0.138602006
1423,Kueh dodol,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (38g),124.72,18.43,0.97,5.23,4.32,0.3,1.29,25.31,6.236,6.143333333,1.293333333,8.171875,21.6,1.2,0.43,1.054583333,0.16886411,5.606395202,0.77479204,0.170073924,0.078281694
1424,Kueh ko swee,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (54g),73.69,13.39,1.03,1.78,1.51,0,0,82.08,3.6845,4.463333333,1.373333333,2.78125,7.55,0,0,3.42,0.167287165,4.02344697,0.85888504,0.187428207,0.026642718
1425,Kueh lapis surabaya,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (48g),236.64,14.06,3.55,18.43,10.34,0.53,171.36,72.96,11.832,4.686666667,4.733333333,28.796875,51.7,2.12,57.12,3.04,0.132189406,12.585625,0.980799953,0.110812879,0.275856908
1426,Kueh lopes pulut,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (72g),120.63,23.98,2.3,1.73,0.14,0.29,0,79.92,6.0315,7.993333333,3.066666667,2.703125,0.7,1.16,0,3.33,0.537032032,5.215890152,0.741789113,0.840166311,0.025894327
1427,Kueh makmur,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (11g),56.98,5.87,0.67,3.42,1.76,0.24,1.13,28.49,2.849,1.956666667,0.893333333,5.34375,8.8,0.96,0.376666667,1.187083333,0.284952451,3.19270202,0.829488704,0.280537107,0.051189942
1428,Kueh pietee,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (37.1g),88.23,6.6,1.67,6.08,3.04,0.82,9.65,121.69,4.4115,2.2,2.226666667,9.5,15.2,3.28,3.216666667,5.070416667,0.44408027,5.890744949,1.088560464,0.394763175,0.091004341
1429,Kueh rose,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (10g),49.6,6.23,0.67,2.44,1.29,0.1,3.84,13,2.48,2.076666667,0.893333333,3.8125,6.45,0.4,1.28,0.541666667,0.231270252,2.527752525,0.726365668,0.240582855,0.036521479
1430,Kueh sarlat,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (54g),81.54,13.07,1.78,2.43,1.94,1.03,9.72,111.78,4.077,4.356666667,2.373333333,3.796875,9.7,4.12,3.24,4.6575,0.600063736,4.610852273,0.908184415,0.599167993,0.036371801
1431,Kueh talam,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (130.66g),243.21,42.48,1.8,7.34,6.48,1.5,2.21,151.17,12.1605,14.16,2.4,11.46875,32.4,6,0.736666667,6.29875,0.311121552,11.22310606,0.852787209,0.325607162,0.109863793
