,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T',T'c,RRR,TOri
89,Ayam masak lemak cili padi,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (230g),362.02,1.77,22.56,29.42,15.96,1.52,87.81,509.22,18.101,0.59,30.08,45.96875,79.8,6.08,29.27,21.2175,0.60476557,22.75905303,1.191511074,0.487369304,0.440353241
90,Ayam penyet with rice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (499g),935.63,77.2,84.28,32.48,11.43,4.44,120.46,1591.76,46.7815,25.73333333,112.3733333,50.75,57.15,17.76,40.15333333,66.32333333,1.367714834,48.17717172,1.008280856,1.236960859,0.486154767
91,Ayam sioh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (385g),616,21.56,55.44,34.27,11.17,7.32,223.3,1620.85,30.8,7.186666667,73.92,53.546875,55.85,29.28,74.43333333,67.53541667,1.098821854,42.42015783,1.333967227,0.902813089,0.512947164
92,Ayam tempra,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-16cm (137.98g),268.37,3.34,22.5,18.34,5.49,2.58,127.13,480.17,13.4185,1.113333333,30,28.65625,27.45,10.32,42.37666667,20.00708333,0.964329254,16.64656566,1.154528256,0.78099993,0.274509804
93,Baby corn raw,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (145g),42.05,8.7,3.34,0.29,0.04,3.92,0,0,2.1025,2.9,4.453333333,0.453125,0.2,15.68,0,0,9.985421645,1.063768939,0.342874759,17.48823742,0.004340668
94,Bacon and cheese tako ball,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (90g),134.1,18.81,7.29,3.33,1.35,1.35,25.2,380.7,6.705,6.27,9.72,5.203125,6.75,5.4,8.4,15.8625,0.838758806,9.47157197,1.229276051,0.801749851,0.049842838
95,Bacon cooked baked,MEAT AND MEAT PRODUCTS,Pork,Slice (8.1g),44.39,0.11,2.89,3.5,1.15,0,8.67,177.63,2.2195,0.036666667,3.853333333,5.46875,5.75,0,2.89,7.40125,0.499117046,4.636666667,1.440182223,0.422034509,0.052387367
96,Bacon cooked pan-fried,MEAT AND MEAT PRODUCTS,Pork,Slice (7.9g),42.11,0.12,3.03,3.18,1.05,0,8.93,191.81,2.1055,0.04,4.04,4.96875,5.25,0,2.976666667,7.992083333,0.521481787,4.668156566,1.503190007,0.440945741,0.047597665
97,Bacon raw,MEAT AND MEAT PRODUCTS,Pork,Slice (21g),96.18,0.14,2.44,9.46,3.15,0,14.28,174.93,4.809,0.046666667,3.253333333,14.78125,15.75,0,4.76,7.28875,0.241641633,7.706969697,1.326729161,0.199543565,0.14159557
98,Bagel plain,CEREAL AND CEREAL PRODUCTS,Breads and rolls,1 portion (120g),330,64.08,12.6,1.92,0.26,2.76,0,640.8,16.5,21.36,16.8,3,1.3,11.04,0,26.7,1.026576202,17.66606061,1.009489177,1.251235955,0.028738213
99,Bak kua beef,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (54g),178.74,22.09,15.44,3.19,1.4,0,38.34,481.68,8.937,7.363333333,20.58666667,4.984375,7,0,12.78,20.07,0.890122958,11.36236742,1.143440417,0.843940667,0.047747343
100,Bak kua chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Slice (45g),175.05,18.5,10.89,6.35,2.47,0.95,14.4,404.55,8.7525,6.166666667,14.52,9.921875,12.35,3.8,4.8,16.85625,0.91343201,11.38664773,1.167561931,0.856900634,0.095045652
101,Bak kua pork with lean and fat,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (75g),300.75,32.03,20.03,10.28,4.13,0,44.25,732,15.0375,10.67666667,26.70666667,16.0625,20.65,0,14.75,30.5,0.713435153,19.73659091,1.23065259,0.659933076,0.153869181
102,Bak kua pork lean,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Slice (94g),370.36,47.28,36.1,4.04,1.75,1.69,8.46,846.94,18.518,15.76,48.13333333,6.3125,8.75,6.76,2.82,35.28916667,1.65430362,19.72661616,1.010688398,1.679281502,0.06046999
103,Bak kut teh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (458g),348.08,0,30.23,25.19,10.08,0,164.88,1415.22,17.404,0,40.30666667,39.359375,50.4,0,54.96,58.9675,0.551446612,33.10895833,1.799008821,0.443584812,0.377039365
104,Bak kut teh soup only,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (417g),50.04,9.59,2.09,0.42,0.08,0,33.36,3807.21,2.502,3.196666667,2.786666667,0.65625,0.4,0,11.12,158.63375,0.03932792,54.59242424,15.58892754,0.032280033,0.006286484
105,Baked durian mooncake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (25g),102.35,12.44,1.28,5.28,2.03,0.68,0.75,46.38,5.1175,4.146666667,1.706666667,8.25,10.15,2.72,0.25,1.9325,0.486952811,5.152954545,0.842330126,0.507354346,0.079030085
106,Baked kueh lapis,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (50g),237.3,17.3,4,16.9,10.45,0.6,112,159.5,11.865,5.766666667,5.333333333,26.40625,52.25,2.4,37.33333333,6.645833333,0.167872317,13.37493687,1.039637534,0.143085119,0.252956144
107,Baked lotus paste mooncake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (25g),95.28,12.69,1.39,4.33,1.09,0.67,1.48,29.18,4.764,4.23,1.853333333,6.765625,5.45,2.68,0.493333333,1.215833333,0.655330386,4.450789141,0.772170219,0.760424384,0.064810657
108,Baked otah bun,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (67g),190.28,28.14,7.1,5.49,3.75,1.34,26.8,263.98,9.514,9.38,9.466666667,8.578125,18.75,5.36,8.933333333,10.99916667,0.628867281,10.10758207,0.96134507,0.615259061,0.082173327
109,Baking powder double-acting,MISCELLANEOUS,Baking / leavening agents,Teaspoon (4.6g),2.44,1.27,0,0,0,0.01,0,487.6,0.122,0.423333333,0,0,0,0.04,0,20.31666667,0.004566867,7.258282828,6.469057779,0.00391415,0
110,Baking soda,MISCELLANEOUS,Baking / leavening agents,Teaspoon (4.6g),0,0,0,0,0,0,0,1258.56,0,0,0,0,0,0,0,52.44,0,17.81333333,17.81333333,0,0
111,Bamboo shoot in coconut milk stewed (Malay),MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-rice (11and 1/2 cm) (187.1g),108.52,2.88,3.93,8.98,7.71,2.75,10.14,631.46,5.426,0.96,5.24,14.03125,38.55,11,3.38,26.31083333,0.543404748,13.79645202,2.146973548,0.44090398,0.134411016
112,Bamboo shoots braised canned drained,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Piece (5.8g),3.77,0.28,0.09,0.25,0.01,0.12,0,44.78,0.1885,0.093333333,0.12,0.390625,0.05,0.48,0,1.865833333,0.474306028,1.104880051,0.929642449,0.570251861,0.003741955
113,Bamboo shoots pickled,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Cup (144g),60.48,12.24,3.02,0,0,2.88,0,938.88,3.024,4.08,4.026666667,0,0,11.52,0,39.12,0.834986902,14.50787879,3.605337671,0.737787902,0
114,Ban mian soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (528g),475.2,48.05,21.65,21.65,8.45,3.17,232.32,2196.48,23.76,16.01666667,28.86666667,33.828125,42.25,12.68,77.44,91.52,0.411695536,47.55604167,1.920680197,0.353633797,0.324053285
115,Ban mian noodles only,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (334g),283.9,55.78,9.35,2.67,0.57,3.34,6.68,604.54,14.195,18.59333333,12.46666667,4.171875,2.85,13.36,2.226666667,25.18916667,1.000569386,16.47671086,1.08435083,1.161771597,0.039964077
116,Banana (pisang mas),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (50g),49.5,11.45,0.7,0.15,0.05,1.3,0,5,2.475,3.816666667,0.933333333,0.234375,0.25,5.2,0,0.208333333,2.011128776,1.711205808,0.492433326,4.181818182,0.002245173
117,Banana (pisang nangka),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (122g),147.62,34.77,1.71,0.24,0.09,3.17,0,26.84,7.381,11.59,2.28,0.375,0.45,12.68,0,1.118333333,1.744383261,4.661414141,0.5561883,3.343265793,0.003592277
118,Banana (pisang rajah udang / merah),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (185g),153.55,35.71,1.67,0.56,0.19,4.81,0,3.7,7.6775,11.90333333,2.226666667,0.875,0.95,19.24,0,0.154166667,2.553363274,4.421843434,0.509575734,4.88897324,0.008381979
119,Banana (pisang rastali),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (small) (43g),40.85,9.37,0.69,0.09,0.03,1.12,0,12.9,2.0425,3.123333333,0.92,0.140625,0.15,4.48,0,0.5375,2.005943536,1.559375,0.512530813,3.956043956,0.001347104
120,Banana (pisang tanduk),FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (352g),415.36,97.15,4.22,1.41,0.49,9.15,0,63.36,20.768,32.38333333,5.626666667,2.203125,2.45,36.6,0,2.64,1.793582294,12.614375,0.579491685,3.266042746,0.021104625
121,Banana cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (90g),291.6,32.58,5.04,15.66,6.44,1.17,64.8,128.7,14.58,10.86,6.72,24.46875,32.2,4.68,21.6,5.3625,0.330763367,14.08435606,0.904002315,0.309183985,0.234396048
122,Banana chips,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,1 portion (50g),255.85,28.02,1.28,15.41,7.44,2.15,0,107.95,12.7925,9.34,1.706666667,24.078125,37.2,8.6,0,4.497916667,0.397035194,12.99443813,0.942137983,0.378292819,0.230654094
123,Banana flower,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (34g),9.52,1.5,0.48,0.07,0.01,0.27,0,20.13,0.476,0.5,0.64,0.109375,0.05,1.08,0,0.83875,1.529148381,0.798465909,0.540966063,2.52060817,0.001047747
124,Banana fritter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (65g),196.95,35.88,1.43,5.33,3.45,2.28,0,103.35,9.8475,11.96,1.906666667,8.328125,17.25,9.12,0,4.30625,0.617782905,8.617518939,0.794424424,0.702251589,0.079778476
125,Banana unspecified type raw,FRUIT AND FRUIT PRODUCTS,Fresh fruits,Whole (medium) (118g),105.02,26.9,1.3,0.39,0.13,3.07,0,1.18,5.251,8.966666667,1.733333333,0.609375,0.65,12.28,0,0.049166667,2.243479965,3.441332071,0.550525047,4.710232206,0.005837449
126,Bandung,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,1 portion (250g),157.5,33,1,2.5,1.75,0,5,17.5,7.875,11,1.333333333,3.90625,8.75,0,1.666666667,0.729166667,0.104098894,5.878472222,0.662363067,0.140197152,0.037419548
127,Barbecued chicken wings,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (98g),252.84,0,24.4,17.35,4.9,0,131.32,533.12,12.642,0,32.53333333,27.109375,24.5,0,43.77333333,22.21333333,0.78108494,16.77423611,1.229602412,0.630927062,0.259691663
128,Barbecued spare ribs,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Piece (27.82g),110.72,1.39,6.37,8.87,3.64,0,25.59,152.73,5.536,0.463333333,8.493333333,13.859375,18.2,0,8.53,6.36375,0.529045101,7.242859848,1.108148692,0.439730173,0.132764556
129,Barbecued spring chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,One half (315g),749.7,0,70.25,51.98,15.44,0,459.9,1474.2,37.485,0,93.66666667,81.21875,77.2,0,153.3,61.425,0.708715434,47.88125,1.244153566,0.568693523,0.778027241
130,Barfi,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (50g),270.5,27.5,2.55,16.7,5.74,0.75,0,6,13.525,9.166666667,3.4,26.09375,28.7,3,0,0.25,0.300739032,12.35700758,0.850740625,0.301353737,0.24996258
131,Barilla Arrabbiata Sauce,MISCELLANEOUS,Sauces gravies (manufactured),Tablespoon (15g),9.3,0.9,0.23,0.53,0.06,0.3,0,60,0.465,0.3,0.306666667,0.828125,0.3,1.2,0,2.5,0.840177093,1.515435606,1.034427035,0.922919857,0.007932944
132,Barilla Napoletana Sauce,MISCELLANEOUS,Sauces gravies (manufactured),Tablespoon (15g),10.65,1.07,0.23,0.56,0.08,0.23,0,60,0.5325,0.356666667,0.306666667,0.875,0.4,0.92,0,2.5,0.6472554,1.560151515,1.018043403,0.714736587,0.008381979
133,Barley water,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Beverages,Glass (250ml) (237g),54.51,13.98,0,0,0,0,0,2.37,2.7255,4.66,0,0,0,0,0,0.09875,0,2.060795455,0.553159429,0,0
134,Barley pearl raw,CEREAL AND CEREAL PRODUCTS,Grains and flours,Tablespoon (14g),46.9,10.04,1.29,0.18,0.03,1.6,0,0.28,2.345,3.346666667,1.72,0.28125,0.15,6.4,0,0.011666667,3.087096774,1.454002525,0.43467938,6.478723404,0.002694207
135,Basan cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (55g),296.45,30.8,2.09,18.37,9.77,0.94,7.15,3.3,14.8225,10.26666667,2.786666667,28.703125,48.85,3.76,2.383333333,0.1375,0.20969057,13.56626894,0.85740363,0.197804411,0.274958838
136,Base beef flavour natural,MISCELLANEOUS,Stock cubes / flavourings essence yeast extractsetc,Gram (1g),2.32,0.31,0.06,0.09,0.03,0,0.36,116.5,0.116,0.103333333,0.08,0.140625,0.15,0,0.12,4.854166667,0.031481716,2.035839646,1.824229074,0.03053338,0.001347104
137,Base chicken flavour natural,MISCELLANEOUS,Stock cubes / flavourings essence yeast extractsetc,Gram (1g),2.04,0.29,0.06,0.07,0.02,0,0.37,109.25,0.102,0.096666667,0.08,0.109375,0.1,0,0.123333333,4.552083333,0.033428766,1.922304293,1.744377761,0.032804251,0.001047747
138,Base shrimp flavour natural,MISCELLANEOUS,Stock cubes / flavourings essence yeast extractsetc,Gram (1g),2.12,0.36,0.12,0.02,0,0,0.09,90.35,0.106,0.12,0.16,0.03125,0,0,0.03,3.764583333,0.079499275,1.642247475,1.484853051,0.082039011,0.000299356
139,Basil Crayfish Pasta Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (360g),482.4,65.52,25.2,14.04,2.92,8.28,36.72,1710,24.12,21.84,33.6,21.9375,14.6,33.12,12.24,71.25,1.158135924,38.33401515,1.526035635,1.091891007,0.210148181
140,Basil dry,MISCELLANEOUS,Herbs spices condiments,Teaspoon (1.4g),3.51,0.6,0.2,0.06,0,0.25,0,0.48,0.1755,0.2,0.266666667,0.09375,0,1,0,0.02,2.393961261,0.413674242,0.351913435,12.95822677,0.000898069
141,Batang raw,FISH AND FISH PRODUCTS,Fish and roe,Piece (116g),133.4,0,24.13,4.18,2.05,0,32.48,114.84,6.67,0,32.17333333,6.53125,10.25,0,10.82666667,4.785,2.398727571,4.105416667,0.53525641,1.977970183,0.062565484
142,Bathusa,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (56g),284.48,31.3,2.52,16.58,7.6,0.56,0,19.6,14.224,10.43333333,3.36,25.90625,38,2.24,0,0.816666667,0.21466187,12.96703283,0.851749398,0.211158734,0.248166442
143,Bay leaf raw,MISCELLANEOUS,Herbs spices condiments,Tablespoon (1.8g),5.63,0.88,0.14,0.15,0.04,0.47,0,0.41,0.2815,0.293333333,0.186666667,0.234375,0.2,1.88,0,0.017083333,3.135733104,0.466849747,0.364299452,8.29015544,0.002245173
144,BBQ Turkey Bacon Double Cheeseburger Burger King,FAST FOODS,All fast food outlets in alphabetical order,Whole (221g),623.22,38.87,35.36,35.05,13.54,2.87,90.61,1180.14,31.161,12.95666667,47.14666667,54.765625,67.7,11.48,30.20333333,49.1725,0.762067213,39.34301136,1.223314305,0.657851305,0.524622063
145,Bean paste fermented with chilli,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Tablespoon (18g),33.13,4.46,1.42,1.06,0.11,0.4,0,396.18,1.6565,1.486666667,1.893333333,1.65625,0.55,1.6,0,16.5075,0.412137021,6.880037879,2.589888153,0.373339033,0.015865888
146,Beancurd preserved,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Packet (229g),336.63,13.74,28.63,18.55,2.91,0,0,4831.9,16.8315,4.58,38.17333333,28.984375,14.55,0,0,201.3291667,0.399792722,78.76996843,4.417461707,0.328075493,0.277653046
147,Beancurd red preserved,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Whole (7.56g),11.42,0.57,0.91,0.61,0.1,0.05,0,233.68,0.571,0.19,1.213333333,0.953125,0.5,0.2,0,9.736666667,0.294524025,3.959627525,2.520450366,0.261542732,0.00913037
148,Beans broad coated with satay powder deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Cup (121g),472.63,40.39,22.84,24.41,10.26,11.28,4.48,1130.87,23.6315,13.46333333,30.45333333,38.140625,51.3,45.12,1.493333333,47.11958333,1.398161129,32.28188763,1.310593656,1.223419647,0.365364466
149,Beans baked canned plain or vegetarian,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Cup (254g),238.76,43.28,12.07,0.94,0.18,10.41,0,871.22,11.938,14.42666667,16.09333333,1.46875,0.9,41.64,0,36.30083333,2.324524169,16.90743687,1.306804519,2.349804805,0.01406975
150,Beans black mature seeds cooked boiled without salt,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Cup (172g),227.04,40.78,15.24,0.93,0.24,14.96,0,1.72,11.352,13.59333333,20.32,1.453125,1.2,59.84,0,0.071666667,8.708213231,3.971294192,0.321510216,12.69995511,0.013920072
151,Beans four angled raw,VEGETABLE AND VEGETABLE PRODUCTS,Legumes (eg fresh beanspeas in pods),Cup (62g),18.67,2.85,1.55,0.12,0,1.3,0,1.86,0.9335,0.95,2.066666667,0.1875,0,5.2,0,0.0775,7.056012617,0.609545455,0.315254955,14.37520607,0.001796138
152,Beans kidney red mature seeds raw,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Cup (184g),620.08,112.79,41.4,2.02,0.28,27.97,0,22.08,31.004,37.59666667,55.2,3.15625,1.4,111.88,0,0.92,6.409623293,11.97329545,0.374118718,10.02760773,0.030234995
153,Beans lima dried,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Cup (180g),473.4,67.86,38.52,3.06,0.36,31.86,0,5.4,23.67,22.62,51.36,4.78125,1.8,127.44,0,0.225,11.2351335,6.365719697,0.258034848,13.9171045,0.045801527
154,Beans navy mature seeds raw,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Cup (208g),705.12,131.85,40.96,3.12,0.35,31.82,0,10.4,35.256,43.95,54.61333333,4.875,1.75,127.28,0,0.433333333,6.078194858,14.22762626,0.392421289,9.716697235,0.046699596
155,Beans soya beans mature cooked boiled without salt,NUTS AND SEEDS PULSES AND PRODUCTS,Pulses and products (eg beancurds tempeh),Cup (172g),297.56,17.06,28.62,15.43,2.23,10.32,0,1.72,14.878,5.686666667,38.16,24.109375,11.15,41.28,0,0.071666667,6.720681236,9.210650253,0.580088818,6.087434067,0.23095345
156,Beansprouts with salted fish stir fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-20cm (75.9g),88.8,1.62,4.78,7.06,2.01,1.25,3.32,690.77,4.44,0.54,6.373333333,11.03125,10.05,5,1.106666667,28.78208333,0.624725875,13.64929293,2.5090612,0.512557624,0.105672803
157,Beansprouts mung boiled drained,VEGETABLE AND VEGETABLE PRODUCTS,Vegetables non-leafy (eg sweetcorn beansprouts),Cup (109.56g),23.01,4.59,2.22,0.1,0.03,0.88,0,10.96,1.1505,1.53,2.96,0.15625,0.15,3.52,0,0.456666667,3.945198201,0.987335859,0.459119209,7.375509817,0.001496782
158,Bee hoon soto,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (902.21g),358.72,30.95,19.76,17.32,6.77,3.52,62.43,1537.37,17.936,10.31666667,26.34666667,27.0625,33.85,14.08,20.81,64.05708333,0.684605365,34.03137626,1.797178721,0.591668562,0.259242628
159,Bee hoon soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (650g),580.45,75.4,29.25,18.01,6.11,7.28,109.2,856.05,29.0225,25.13333333,39,28.140625,30.55,29.12,36.4,35.66875,1.081873224,29.8600947,0.994590547,1.034933959,0.269570424
160,Beef and egg porridge,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (403g),285.32,10.36,16.12,19.95,4.72,1.57,210.37,1354.08,14.266,3.453333333,21.49333333,31.171875,23.6,6.28,70.12333333,56.42,0.41180894,30.59607955,2.004197533,0.337855921,0.298607993
161,Beef ball kway teow soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (550g),627,86.35,38.5,14.3,6.99,5.5,38.5,1496,31.35,28.78333333,51.33333333,22.34375,34.95,22,12.83333333,62.33333333,1.066718386,38.35902778,1.185750472,1.036757776,0.214039814
162,Beef ball soup,OTHER MIXED ETHNIC DISHES,Meat based dishes,Bowl-soup (16 and 1/2 cm) (592g),180.74,5.56,19.24,9.06,4.56,1.48,110.94,2524.88,9.037,1.853333333,25.65333333,14.15625,22.8,5.92,36.98,105.2033333,0.447204295,40.61440657,4.046468722,0.362869473,0.135608442
163,Beef broth dried,MISCELLANEOUS,Stock cubes / flavourings essence yeast extractsetc,Cube/Square (3.6g),8.57,0.85,0.58,0.32,0.16,0,0.36,611.35,0.4285,0.283333333,0.773333333,0.5,0.8,0,0.12,25.47291667,0.068727282,9.094002525,6.366120074,0.057665361,0.004789702
164,Beef burger with cheese,FAST FOODS,All fast food outlets in alphabetical order,Whole (118g),300.12,32,17,12,5.99,2.31,41.01,690.01,15.006,10.66666667,22.66666667,18.75,29.95,9.24,13.67,28.75041667,0.804320161,19.76559343,1.234886507,0.730326738,0.17961383
165,Beef Goulash,MEAT AND MEAT PRODUCTS,Beef and veal,1 portion (232g),252.88,5.75,30.62,10.9,3.16,1.16,78.88,524.32,12.644,1.916666667,40.82666667,17.03125,15.8,4.64,26.29333333,21.84666667,1.434223768,13.84900253,1.015025104,1.187367248,0.163149229
166,Beef hor fun,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (481g),697.45,94.76,19.72,26.46,11.54,6.25,38.48,1717.17,34.8725,31.58666667,26.29333333,41.34375,57.7,25,12.82666667,71.54875,0.610247352,48.69265152,1.357381044,0.579756284,0.396048496
167,Beef in tomato sauce,OTHER MIXED ETHNIC DISHES,Meat based dishes,Piece (85g),168.81,9.53,16.69,7.11,5.71,1.22,53.66,384.12,8.4405,3.176666667,22.25333333,11.109375,28.55,4.88,17.88666667,16.005,0.9056038,10.37873106,1.09938362,0.76558984,0.106421194
168,Beef Lasagne Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (262g),917,79.91,58.43,40.61,20.7,13.62,66.55,2360.62,45.85,26.63666667,77.90666667,63.453125,103.5,54.48,22.18333333,98.35916667,1.121928683,62.3059154,1.329902143,0.981032572,0.607843137
169,Beef noodles soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (789g),412.15,59.91,29.14,5.98,2.07,5.33,50.98,3978.37,20.6075,19.97,38.85333333,9.34375,10.35,21.32,16.99333333,165.7654167,0.641333024,65.31881313,3.022969484,0.563114254,0.089507559
170,Beef patty raw,MEAT AND MEAT PRODUCTS,Beef and veal,Piece (74g),186.48,3.63,16.65,11.69,4.56,0,69.56,307.84,9.324,1.21,22.2,18.265625,22.8,0,23.18666667,12.82666667,0.787710766,11.13743056,1.078790251,0.651625149,0.174973806
171,Beef porridge,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (370g),217.93,21.9,12.95,8.73,2.96,1.04,25.16,878.01,10.8965,7.3,17.26666667,13.640625,14.8,4.16,8.386666667,36.58375,0.675899861,19.60327652,1.647818814,0.606412949,0.130669062
172,Beef satay without satay sauce,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Stick (12g),28.74,2.3,2.92,0.88,0.37,0,19.68,27.96,1.437,0.766666667,3.893333333,1.375,1.85,0,6.56,1.165,0.757554317,1.458787879,0.598599868,0.707107398,0.013171681
173,Beef shin with vegetable,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Plate-20cm (272.22g),280.39,7.89,25.32,16.61,4.76,6.53,46.28,1107.94,14.0195,2.63,33.76,25.953125,23.8,26.12,15.42666667,46.16416667,1.483575441,24.53727904,1.633694799,1.204703736,0.248615477
174,Beef stomach noodles,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (293g),398.48,41.02,31.64,12.01,4.34,5.27,61.53,1004.99,19.924,13.67333333,42.18666667,18.765625,21.7,21.08,20.51,41.87458333,1.340297987,24.88006944,1.189068507,1.216566261,0.179763508
175,Beef Taco,MEAT AND MEAT PRODUCTS,Beef and veal,1 portion (78g),184.08,11.19,8.42,10.51,3.63,2.81,24.18,348.66,9.204,3.73,11.22666667,16.421875,18.15,11.24,8.06,14.5275,1.040339756,11.66554924,1.143232972,0.899719338,0.15731178
176,Beef udon soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (632g),458.83,54.6,24.52,15.8,6.89,3.35,123.24,2051.47,22.9415,18.2,32.69333333,24.6875,34.45,13.4,41.08,85.47791667,0.566018575,43.2672601,1.807207573,0.501152264,0.236491543
177,Beef blade steak grilled lean and fat,MEAT AND MEAT PRODUCTS,Beef and veal,Whole (160g),303.54,0,48.8,11.84,4.48,0,128,73.6,15.177,0,65.06666667,18.5,22.4,0,42.66666667,3.066666667,1.929379949,7.522222222,0.464994883,1.562031121,0.177218979
