,FoodName,FoodGroup,FoodSubGroup,PerServingHouseholdMeasure,Energy_kcal,Carbohydrate_g,Protein_g,Totalfat_g,Saturatedfat_g,Dietaryfibre_g,Cholestrol_mg,Sodium_mg,Energy_kcal%,Carbohydrate_g%,Protein_g%,Totalfat_g%,Saturatedfat_g%,Dietaryfibre_g%,Cholestrol_mg%,Sodium_mg%,RRR',T'c,Health,Taste,image
2843,Vegetable dalcha,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (325g),299.06,16.25,13.98,19.83,9.1,3.9,0,1277.25,14.953,5.416666667,18.64,30.984375,45.5,15.6,0,53.21875,0.718345836,1.87413097,22,64,
2844,Vegetable fritter savoury (Indian),MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-16cm (71.18g),163,15.73,7.76,7.69,2.53,3.56,0,471.21,8.15,5.243333333,10.34666667,12.015625,12.65,14.24,0,19.63375,1.34033434,1.350631313,42,44,
2846,Vegetable murtabak,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (332g),620.84,61.75,17.93,33.53,14.38,7.3,185.92,1205.16,31.042,20.58333333,23.90666667,52.390625,71.9,29.2,61.97333333,50.215,0.56273674,1.283790286,17,41,
2847,Vegetable samosa,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (68g),206.04,22.24,3.54,11.42,5.3,1.84,11.56,310.76,10.302,7.413333333,4.72,17.84375,26.5,7.36,3.853333333,12.94833333,0.486925184,1.15644031,15,37,
2858,Vegetable preserved with tofu tomato and lean meat soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (735.5g),406.07,27.95,22.8,22.07,5.88,0.74,110.33,3265.62,20.3035,9.316666667,30.4,34.484375,29.4,2.96,36.77666667,136.0675,0.357261865,2.839070582,11,100,
2859,Vegetarian brown rice porridge,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (470g),211.5,36.43,7.76,3.9,0.89,4.42,0,1088.52,10.575,12.14333333,10.34666667,6.09375,4.45,17.68,0,45.355,0.95955446,1.845608351,30,63,
2860,Vegetarian char siew pow,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (49g),122.45,19.24,5.36,2.68,1.11,1.08,0,205.07,6.1225,6.413333333,7.146666667,4.1875,5.55,4.32,0,8.544583333,1.030407084,0.951712634,32,29,
2861,Vegetarian chicken,CEREAL AND CEREAL PRODUCTS,Grains and flours,Piece (15.11g),29,0.5,2.49,1.89,0.27,0.14,0,56.51,1.45,0.166666667,3.32,2.953125,1.35,0.56,0,2.354583333,1.543236288,0.876002371,48,26,
2863,Vegetarian fried rice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (335.3g),579.4,94.96,14.35,15.79,6.44,11.3,5.03,1278.16,28.97,31.65333333,19.13333333,24.671875,32.2,45.2,1.676666667,53.25666667,1.090209579,1.216220219,34,39,
2864,Vegetarian mooncake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (25g),94.18,13.51,1.36,3.86,1.32,0.34,0.83,19.63,4.709,4.503333333,1.813333333,6.03125,6.6,1.36,0.276666667,0.817916667,0.436072961,0.737914263,14,21,
2866,Vegetarian rice dumpling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (197g),395.97,68.95,11.62,8.08,3.15,4.53,0,896.35,19.7985,22.98333333,15.49333333,12.625,15.75,18.12,0,37.34791667,0.863457846,1.192367578,27,38,
2868,Veggie Lover's 10 Regular Crispy Thin Pizza Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (63g),139.86,18.3,6.3,4.7,3.1,2,4.41,270.27,6.993,6.1,8.4,7.34375,15.5,8,1.47,11.26125,0.972681349,1.064776376,30,33,
2869,Veggie Lover's 12 Large Pan Pizza Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (85g),190.4,25.1,8.5,6.3,3.1,2.8,7.5,353.6,9.52,8.366666667,11.33333333,9.84375,15.5,11.2,2.5,14.73333333,1.096781045,1.067369273,34,33,
2870,Veggie Lover's 9 Regular Pan Pizza Pizzahut,FAST FOODS,All fast food outlets in alphabetical order,Whole (78g),167.7,22,7.8,5.5,2.4,2.3,5.46,283.14,8.385,7.333333333,10.4,8.59375,12,9.2,1.82,11.7975,1.162069951,1.014203032,36,31,
2872,Violet crumble,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Packet (52g),220.44,36.4,1.35,8.42,7.7,0.16,0,135.2,11.022,12.13333333,1.8,13.15625,38.5,0.64,0,5.633333333,0.087980539,0.914095413,3,27,
2874,Wafer,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (5g),19.45,4.2,0.06,0.27,0.23,0.03,0,3.45,0.9725,1.4,0.08,0.421875,1.15,0.12,0,0.14375,0.104545347,0.520826132,3,13,
2876,Wafer chocolate,CEREAL AND CEREAL PRODUCTS,Biscuits(eg crackers),Piece (14g),70,9.65,0.71,3.18,2.07,0.23,2.66,21.42,3.5,3.216666667,0.946666667,4.96875,10.35,0.92,0.886666667,0.8925,0.232697821,0.761978114,7,22,
2877,Waffles with peanut butter filling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (120g),425.88,42.16,11.92,23.75,11.28,2.3,88.58,206.26,21.294,14.05333333,15.89333333,37.109375,56.4,9.2,29.52666667,8.594166667,0.477752114,0.915015806,15,27,
2878,Waffles with red bean filling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (131g),540.24,71.07,9.17,24.37,13.11,3.58,58.16,56.46,27.012,23.69,12.22666667,38.078125,65.55,14.32,19.38666667,2.3525,0.474579878,0.785049778,15,23,
2879,Wah ko kueh,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (58.3g),126.24,29.21,1.46,0.35,0,0.17,0,96.78,6.312,9.736666667,1.946666667,0.546875,0,0.68,0,4.0325,0.299786193,0.735748313,9,21,
2880,Wajik,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (362g),982.87,189.69,12.31,19.55,16.65,4.71,0,249.78,49.1435,63.23,16.41333333,30.546875,83.25,18.84,0,10.4075,0.417562012,0.726048438,13,20,
2881,Walnut bun,CEREAL AND CEREAL PRODUCTS,Buns (baked and steamedplain and with sweet fillings),Piece (78g),255.84,29.09,8.5,11.78,3.34,3.67,18.8,225.42,12.792,9.696666667,11.33333333,18.40625,16.7,14.68,6.266666667,9.3925,1.173997014,0.919431225,36,28,
2882,Walnut cookie,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (16g),80.96,10.3,0.99,3.97,1.96,0.22,4.96,64.16,4.048,3.433333333,1.32,6.203125,9.8,0.88,1.653333333,2.673333333,0.240804326,0.894209778,7,27,
2883,Wanton noodles dry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (335g),441.06,57.75,20.03,13.84,4.49,2.61,79.19,1454.24,22.053,19.25,26.70666667,21.625,22.45,10.44,26.39666667,60.59333333,0.608786462,1.493214801,19,49,
2884,Wanton noodles soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (545g),318.04,36.57,25.14,7,1.85,1.74,76.03,1969.63,15.902,12.19,33.52,10.9375,9.25,6.96,25.34333333,82.06791667,0.692066584,2.103712997,21,72,
2886,Wanton soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (445.12g),283.1,25.02,17.8,12.42,4.01,2.31,83.77,679.25,14.155,8.34,23.73333333,19.40625,20.05,9.24,27.92333333,28.30208333,0.826908338,1.252975149,26,40,
2887,Wanton soup with chye sim,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Bowl-soup (16 and 1/2 cm) (436g),258.43,20.06,12.64,13.95,5.67,1.74,39.24,1783.24,12.9215,6.686666667,16.85333333,21.796875,28.35,6.96,13.08,74.30166667,0.436733595,2.484415229,14,87,
2888,Wanton boiled contain little meat,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (13.8g),18.83,1.68,0.79,0.98,0.4,0.12,2.76,47.61,0.9415,0.56,1.053333333,1.53125,2,0.48,0.92,1.98375,0.517142878,0.872568071,16,26,
2889,Warabi mochi,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Stick (51g),112.2,25.25,2.24,0.26,0,0.66,0,83.13,5.61,8.416666667,2.986666667,0.40625,0,2.64,0,3.46375,0.739744747,0.696511255,23,19,
2891,Water chestnut cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (89g),86.33,21.36,0.09,0.09,0,1.6,0,5.34,4.3165,7.12,0.12,0.140625,0,6.4,0,0.2225,1.280997935,0.535977902,40,13,
2892,Water chestnut with coconut custard topping dessert,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (55g),59.29,6.9,0.41,3.34,3.1,1.26,0,26.35,2.9645,2.3,0.546666667,5.21875,15.5,5.04,0,1.097916667,0.617629924,0.787621454,19,23,
2900,Waxed duck,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Whole (80g),352,0.16,16.08,31.92,10.56,0,85.6,1758.4,17.6,0.053333333,21.44,49.875,52.8,0,28.53333333,73.26666667,0.309364899,2.225803736,10,77,
2905,White Chip Macademia Nut Subway,FAST FOODS,All fast food outlets in alphabetical order,Whole (45g),220.05,28.98,1.8,11,5.3,0.99,14.85,160.2,11.0025,9.66,2.4,17.1875,26.5,3.96,4.95,6.675,0.263656749,0.973149533,8,30,
2906,White fungus and longan soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-dessert (15 cm) (336g),188.16,43.01,0.67,1.68,0,1.68,0,30.24,9.408,14.33666667,0.893333333,2.625,0,6.72,0,1.26,0.712936604,0.637781543,22,17,
2909,White rice cooked,CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (200g),280,62.2,5.6,1,0.2,0.8,0,10,14,20.73333333,7.466666667,1.5625,1,3.2,0,0.416666667,0.688279692,0.56236532,21,14,
2915,Wife pastry,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (72g),306.86,38.48,3.33,15.51,7.39,0.62,24.26,81.94,15.343,12.82666667,4.44,24.234375,36.95,2.48,8.086666667,3.414166667,0.220210749,0.865116857,7,26,
2922,Winter melon and pork ribs soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-soup (16 and 1/2 cm) (564.2g),113.27,6.21,9.03,5.64,2.26,3.39,39.49,1021.2,5.6635,2.07,12.04,8.8125,11.3,13.56,13.16333333,42.55,0.856734135,2.670666294,27,94,
2923,Wintermelon with minced pork in oyster sauce fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (141.33g),76.74,2.29,3.11,6.08,1.24,0.89,21.71,215.25,3.837,0.763333333,4.146666667,9.5,6.2,3.56,7.236666667,8.96875,0.694256577,1.37673771,22,45,
2925,Wu kok,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (113.5g),459.61,26.11,2.5,11.01,5.68,3.29,10.22,598.15,22.9805,8.703333333,3.333333333,17.203125,28.4,13.16,3.406666667,24.92291667,0.463252859,0.714806106,14,20,
2926,Xiao wan mian,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (768g),657.72,79.49,33.33,23.35,8.76,7.3,80.49,2396.39,32.886,26.49666667,44.44,36.484375,43.8,29.2,26.83,99.84958333,0.798295031,1.609168658,25,54,
2927,Xiao wan mian soup with seafoodmeat vegetables egg and tofu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,1 portion (500g),245,9.5,21,14,5,2.5,80,1445,12.25,3.166666667,28,21.875,25,10,26.66666667,60.20833333,0.744103249,2.154183343,23,74,
2928,Xiao wan mian noodle only,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (768g),1182.72,200.45,35.33,26.88,10.75,13.82,-7.68,2726.4,59.136,66.81666667,47.10666667,42,53.75,55.28,-2.56,113.6,0.874228611,1.244210093,27,40,
2929,Yakitori chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Stick (47g),109.98,0.19,15.18,5.41,1.74,0,59.22,146.17,5.499,0.063333333,20.24,8.453125,8.7,0,19.74,6.090416667,1.231188259,0.80077102,38,23,
2930,Yakitori chicken ball,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Stick (60g),142.2,6.24,11.28,8.04,2.76,0.3,46.98,312.6,7.11,2.08,15.04,12.5625,13.8,1.2,15.66,13.025,0.769595299,1.181565968,24,38,
2931,Yakitori chicken skin,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Meat based dishes,Stick (35g),131.25,3.01,4.66,11.2,3.64,0.07,47.64,210.7,6.5625,1.003333333,6.213333333,17.5,18.2,0.28,15.88,8.779166667,0.315266935,1.249509976,10,40,
2932,Yam cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (133g),192.85,37.77,3.33,3.19,1.33,1.33,2.66,579.88,9.6425,12.59,4.44,4.984375,6.65,5.32,0.886666667,24.16166667,0.438914107,1.359234226,14,44,
2933,Yam fritter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (52g),151.32,18.25,1.51,8.06,4.84,1.82,0,113.88,7.566,6.083333333,2.013333333,12.59375,24.2,7.28,0,4.745,0.534277151,0.946116252,17,29,
2934,Yam paste mooncake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Slice (25g),113.48,16.27,0.86,5,2.03,0.39,1.3,7.58,5.674,5.423333333,1.146666667,7.8125,10.15,1.56,0.433333333,0.315833333,0.289821402,0.744325182,9,21,
2935,Yam pudding (Or Ni),MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-rice (11and 1/2 cm) (150g),355.5,45.75,2.25,18.3,7.65,3.6,13.5,1.5,17.775,15.25,3,28.59375,38.25,14.4,4.5,0.0625,0.565561055,0.798642214,18,23,
2936,Yam rice,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-rice (11and 1/2 cm) (250g),366.28,74,8.25,4,1.5,2,2.5,1025,18.314,24.66666667,11,6.25,7.5,8,0.833333333,42.70833333,0.49203685,1.314075308,15,43,
2937,Yam boiled drained,VEGETABLE AND VEGETABLE PRODUCTS,Starchy rootstuberscorms and stems,Piece (143.78g),166.78,39.68,2.14,0.2,0.04,5.61,0,11.5,8.339,13.22666667,2.853333333,0.3125,0.2,22.44,0,0.479166667,2.822002341,0.506148323,88,12,
2938,Yellow corn grits dry,CEREAL AND CEREAL PRODUCTS,Grains and flours,Cup (156g),533.52,114.97,12.32,0,0,4.06,0,0,26.676,38.32333333,16.42666667,0,0,16.24,0,0,1.20085838,0.497794829,37,12,
2944,Yoghurt muesli bar,SUGARS SWEETS AND CONFECTIONERY,Confectionery (eg chocolates),Piece (31g),123.38,18.45,2.05,4.31,2.88,1.98,3.72,22.94,6.169,6.15,2.733333333,6.734375,14.4,7.92,1.24,0.955833333,0.895120022,0.682535883,28,19,
2946,Yoghurt with bengal gram flour stewed (Indian),MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Pulses based dishes,Plate-16cm (76.6g),88.4,3.47,3.64,6.66,2.12,2.04,6.12,161.93,4.42,1.156666667,4.853333333,10.40625,10.6,8.16,2.04,6.747083333,1.284527433,1.148421484,40,36,
2947,Yoghurt with cucumber onion and chilli,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Bowl-rice (11and 1/2 cm) (189.8g),79.72,4.97,4.18,4.75,2.9,1.86,11.96,465.39,3.986,1.656666667,5.573333333,7.421875,14.5,7.44,3.986666667,19.39125,0.7394809,1.93502033,23,66,
2948,Yoghurt with shallot carrot and grated coconut stir fried (Indian),MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Plate-16cm (59.3g),53.96,2.85,1.48,4.09,2.36,2.13,2.92,197.94,2.698,0.95,1.973333333,6.390625,11.8,8.52,0.973333333,8.2475,1.050146083,1.433202017,33,47,
2949,Yong tau foo beancurd skin deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (8g),57.36,0.18,1.97,5.41,2.16,0.1,0,11.02,2.868,0.06,2.626666667,8.453125,10.8,0.4,0,0.459166667,0.499243737,0.856720318,15,25,
2950,Yong tau foo bittergourd with fish paste boiled,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Piece (23g),9.43,0.35,1.59,0.21,0.09,0.3,2.07,73.14,0.4715,0.116666667,2.12,0.328125,0.45,1.2,0.69,3.0475,1.461992986,0.995312452,45,31,
2952,Yong tau foo eggplant with fish paste,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Vegetable based dishes,Piece (29g),31.32,0.58,0.96,2.81,0.93,0.49,0.87,70.47,1.566,0.193333333,1.28,4.390625,4.65,1.96,0.29,2.93625,0.773271367,1.085944696,24,34,
2954,Yong tau foo pork skin deep fried,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (19g),27.15,0,2.78,1.78,0.73,0,1.05,22.72,1.3575,0,3.706666667,2.78125,3.65,0,0.35,0.946666667,1.268682259,0.668492989,39,18,
2956,Yong tau foo squid roll,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (10g),11.06,0.55,1.26,0.43,0.21,0.12,1.27,67.21,0.553,0.183333333,1.68,0.671875,1.05,0.48,0.423333333,2.800416667,0.902540103,0.993486865,28,30,
2957,You tiao,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Stick (74g),284.93,36.26,6.14,12.73,10.58,0.96,0,601.62,14.2465,12.08666667,8.186666667,19.890625,52.9,3.84,0,25.0675,0.283513094,1.285420449,9,41,
2959,Yu sheng,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Plate-23cm (387g),561.15,26.7,18.58,42.18,13.16,12.38,23.22,650.16,28.0575,8.9,24.77333333,65.90625,65.8,49.52,7.74,27.09,1.37687569,1.138013969,43,36,
2960,Zinger BurgerKFC,FAST FOODS,All fast food outlets in alphabetical order,Whole (210g),632.1,46.6,27.3,37.4,12.2,2.94,60.9,1167.6,31.605,15.53333333,36.4,58.4375,61,11.76,20.3,48.65,0.674769264,1.267329792,21,41,
1340,Idli,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (75g),79.23,15.45,3.38,0.45,0.23,1.95,0,280.5,3.9615,5.15,4.506666667,0.703125,1.15,7.8,0,11.6875,1.354876849,1.229447809,42,39,
1587,Mee rebus,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (571g),559.24,78,21.01,18.16,3.6,11.25,146.4,2268.87,27.962,26,28.01333333,28.375,18,45,48.8,94.53625,0.850689761,1.705498898,26,57,
448,Butterfly fritter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (57g),207.48,28.44,3.82,8.72,4.67,1.08,0,79.23,10.374,9.48,5.093333333,13.625,23.35,4.32,0,3.30125,0.490540003,0.816931625,15,24,
935,Dim sum you tiao,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (18g),61.38,5.96,1.49,3.53,1.48,0.36,6.3,34.56,3.069,1.986666667,1.986666667,5.515625,7.4,1.44,2.1,1.44,0.502580458,0.818545805,16,24,
2549,Steamed mantou,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Piece (52g),132.08,27.46,2.65,1.35,0.51,1.04,0,68.64,6.604,9.153333333,3.533333333,2.109375,2.55,4.16,0,2.86,0.850232149,0.682826921,26,19,
1888,Pan-fried turnip cake,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (23g),61.64,6.35,0.71,3.73,1.41,0.41,4.14,139.61,3.082,2.116666667,0.946666667,5.828125,7.05,1.64,1.38,5.817083333,0.315615226,1.208983205,10,39,
2555,Steamed sui kow,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (19.5g),27.4,2.16,1.19,1.54,0.59,0.25,11.31,106.08,1.37,0.72,1.586666667,2.40625,2.95,1,3.77,4.42,0.455253333,1.198424115,14,38,
2447,Soon kway steamed,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (72.4g),88.6,17.67,1.16,1.45,0.8,1.59,0.72,269.33,4.43,5.89,1.546666667,2.265625,4,6.36,0.24,11.22208333,0.739234955,1.248310685,23,40,
518,Char siew chee cheong fun,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (80.5g),65.03,11.27,2.01,1.29,0.64,1.85,4.83,204.47,3.2515,3.756666667,2.68,2.015625,3.2,7.4,1.61,8.519583333,1.199626523,1.172971334,37,37,
619,Chicken rice with roasted chicken,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,1 portion (330g),596.27,73.26,24.75,22.44,8.58,1.98,46.2,1263.9,29.8135,24.42,33,35.0625,42.9,7.92,15.4,52.6625,0.61003244,1.240203158,19,40,
2953,Yong tau foo mixed items noodles not included,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Bowl-soup (16 and 1/2 cm) (324g),306.65,21.71,19.76,15.55,6.8,9.07,90.72,1733.4,15.3325,7.236666667,26.34666667,24.296875,34,36.28,30.24,72.225,0.994744414,2.084152021,31,72,
1302,Hot and spicy beef noodles soup,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (279g),150.38,8.54,19.36,4.32,1.56,4.99,65.57,967.29,7.519,2.846666667,25.81333333,6.75,7.8,19.96,21.85666667,40.30375,1.434535114,1.930768834,45,66,
912,Deep fried fish bee hoon soup with milk,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Fish and seafood based dishes,Bowl-soup (16 and 1/2 cm) (800g),641.52,66.23,46.31,19.87,7.4,1.62,47.84,2707.91,32.076,22.07666667,61.74666667,31.046875,37,6.48,15.94666667,112.8295833,0.767119968,1.696809406,24,57,
1719,Nasi Lemak with chicken wing,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (306g),656.58,81.21,26.08,24.94,10.65,6.52,117.44,877.09,32.829,27.07,34.77333333,38.96875,53.25,26.08,39.14666667,36.54541667,0.80099229,1.0215512,25,32,
1696,Mutton briyani,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (505g),751.95,96.46,35.86,24.75,12.12,8.08,95.95,1858.4,37.5975,32.15333333,47.81333333,38.671875,60.6,32.32,31.98333333,77.43333333,0.832113724,1.288886501,26,42,
2046,Popiah,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (139.89g),187.57,14.27,7.55,11.19,3.64,4.06,44.76,675.67,9.3785,4.756666667,10.06666667,17.484375,18.2,16.24,14.92,28.15291667,0.872651943,1.617125755,27,54,
2734,Thosai,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (45g),97.23,17.64,2.03,2.03,0.9,0.63,0,264.15,4.8615,5.88,2.706666667,3.171875,4.5,2.52,0,11.00625,0.47423401,1.214909696,15,39,
1738,Nonya rice dumpling,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Whole (164.7g),314.91,52.21,8.4,7.91,2.96,1.81,18.12,494.1,15.7455,17.40333333,11.2,12.359375,14.8,7.24,6.04,20.5875,0.602612231,1.040561101,19,32,
713,Chinese rojak,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-23cm (323g),517.58,63.85,16.29,21.48,6.06,6.84,12.36,914.32,25.879,21.28333333,21.72,33.5625,30.3,27.36,4.12,38.09666667,1.021422605,1.158154145,32,37,
1289,Hokkien mee,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-soup (16 and 1/2 cm) (442g),521.56,69.39,18.12,19.01,7.34,4.42,132.6,1423.24,26.078,23.13,24.16,29.703125,36.7,17.68,44.2,59.30166667,0.547916155,1.398801564,17,46,
1147,Fried rice with lap cheong and salted fish,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Bowl-rice (11and 1/2 cm) (250g),595,81.25,16,23,7.03,2.25,32.5,1590,29.75,27.08333333,21.33333333,35.9375,35.15,9,10.83333333,66.25,0.441634533,1.429970436,14,47,
2862,Vegetarian fried bee hoon,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Cereal based dishes,Plate-23cm (362g),548.54,82.9,15.93,16.65,7.96,8.33,0,1538.5,27.427,27.63333333,21.24,26.015625,39.8,33.32,0,64.10416667,0.855453827,1.386430217,27,45,
1369,Jemput pisang,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (76g),219.64,33.36,4.03,7.83,3.5,1.6,0,72.96,10.982,11.12,5.373333333,12.234375,17.5,6.4,0,3.04,0.66786033,0.774035106,21,22,
1659,Muah chee,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Plate-16cm (100g),255.02,34.8,7.6,9.4,2.5,3.8,0,7,12.751,11.6,10.13333333,14.6875,12.5,15.2,0,0.291666667,1.67480295,0.66060393,52,18,
981,Durian pudding,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Packet (189g),262.71,41.39,5.67,8.32,5.22,5.29,0,90.72,13.1355,13.79666667,7.56,13,26.1,21.16,0,3.78,1.256501856,0.72883338,39,20,
124,Banana fritter,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (65g),196.95,35.88,1.43,5.33,3.45,2.28,0,103.35,9.8475,11.96,1.906666667,8.328125,17.25,9.12,0,4.30625,0.617782905,0.794424424,19,23,
831,Cracker peanut,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Cup (88g),418,50.78,13.38,17.95,4.28,2.82,0,457.6,20.9,16.92666667,17.84,28.046875,21.4,11.28,0,19.06666667,0.912204494,0.997770802,28,31,
771,Coconut kueh tutu,MIXED ETHNIC DISHES ANALYZED IN SINGAPORE,Local cakes desserts and snacks,Piece (20g),61.6,11.54,0.86,1.32,1.17,0.42,-0.2,2.4,3.08,3.846666667,1.146666667,2.0625,5.85,1.68,-0.066666667,0.1,0.504510741,0.588736631,16,15,
